selection_type,selection_level,artifact_id,repo_id,name,normalized_description,artifact_group_size,repo_full_name,path,file_sha,first_commit_at,sibling_file_count,sibling_content_sha,notes
lineage,medium,2373546,29619,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,smonn/ids,.claude/skills/triage/SKILL.md,3f29ee0a6523244c8ad6b05d0948115d09136857,2026-06-20T18:00:01Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1897746,5551,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,pirahansiah/myWebsite,.claude/skills/triage/SKILL.md,d9290ed13eda9f6cc8865638c6eb09cacbab6f07,2026-06-21T15:50:26Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1891646,124958,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,pinnnthreetriples/telebuba,.claude/skills/triage/SKILL.md,25c8ac3575bc68522da1ea8569685a36f8b26828,2026-06-21T21:11:00Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,3626844,21650,triage,"triage issues through a state machine driven by triage roles. use when user wants to create an issue, triage issues, review incoming bugs or feature requests, prepare issues for an afk agent, or manage issue workflow.",21,jchildree/The-QUESTION,.claude/skills/triage/SKILL.md,9162ac9cdbd6949381af600fcea589c1ea042dd0,2026-06-22T02:35:41Z,2,fae1fe4856521cff030b048f44b816eab0870d53fd5d7c8605f7c6a274272685,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1889256,12878,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,siuying/tswift,.agents/skills/triage/SKILL.md,89c1335ef429c92102cf872eaf5dcb3e1c8df43d,2026-06-24T21:47:19Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1903288,12401,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,Ahmed-Abdul-Rahman/de-chat,.cursor/skills/triage/SKILL.md,50f2f363527b726d808e89633064148d8087a9c4,2026-06-26T16:50:12Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1899036,191496,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,NotAProfDev/oath,.claude/skills/triage/SKILL.md,5ac81648bc66f3de9414a13d208ab69d6bd2a3f8,2026-06-27T18:29:40Z,2,67ca16e991818e1b64d08c18067f5695e619a8bf1f1421b316e5a12ac1617ad1,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1586708,129632,triage,"triage issues through a state machine driven by triage roles. use when user wants to create an issue, triage issues, review incoming bugs or feature requests, prepare issues for an afk agent, or manage issue workflow.",21,Loulen/prompt-driven-orchestrator,.claude/skills/triage/SKILL.md,b379b98cc35cbbb66e614f7a669e1af4004a6d7b,2026-06-28T12:59:03Z,2,3a01199d07c48fea87193a50c3e1fb161aaa8539c7ed243469eb70d3aefe9c6a,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1618659,29494,triage,"triage issues through a state machine driven by triage roles. use when user wants to create an issue, triage issues, review incoming bugs or feature requests, prepare issues for an afk agent, or manage issue workflow.",21,LRNZ09/skills,skills/triage/SKILL.md,650eab631a1379bd394d344a0a66c852c7b38dae,2026-06-30T13:19:49Z,2,3a01199d07c48fea87193a50c3e1fb161aaa8539c7ed243469eb70d3aefe9c6a,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1898626,122150,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,ClevrSolutions/mxcli-linter-studio-extension,.claude/skills/triage/SKILL.md,be47b78100c8524c3af3681790d2bb8b9ff150b7,2026-07-01T07:09:04Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1600745,15054,triage,"triage issues through a state machine driven by triage roles. use when user wants to create an issue, triage issues, review incoming bugs or feature requests, prepare issues for an afk agent, or manage issue workflow.",21,MichaelGao1999/open-personality,.claude/skills/triage/SKILL.md,98ab384d77a6ac48b4f9cfaaeef5fbcb0fff3b29,2026-07-03T08:51:13Z,2,3a01199d07c48fea87193a50c3e1fb161aaa8539c7ed243469eb70d3aefe9c6a,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1902010,11515,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,Maiturin/CrossPlatformApp-Scaffold,.agents/skills/triage/SKILL.md,56429136feeadef36e4ea1491f2f9fabbbd40ffc,2026-07-03T12:15:03Z,2,2381ad2172a8f969edd8cad5516130d8ba394375a4af7fd66edfb56630943e1f,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1910008,2700,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,yanacuti1121/Yana-AI,.claude/skills/mattpocock--triage/SKILL.md,609a77e0fd7bb363493f743f4f1f533adeb4266c,2026-07-09T11:40:06Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1955096,11741,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,NeilARV/ARV-DATA-PROJECT,.claude/skills/triage/SKILL.md,b41d2a8ebce52b18c8e4944e5fde26762ca0a8d9,2026-07-09T17:38:43Z,2,16c848d347387a09f6b856645886c7010e7a639d81fb6659b3a5cd0b169d7fa7,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,2120016,138527,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,ARareUsername/tbats-dev,.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/triage/SKILL.md,48d84ccaf4f8d063a8ffc2d52de82f16c8b2db5a,2026-07-12T11:51:56Z,2,e10afbedb9ab036e1f524aec9490d55b83232c07447da53bad14a22b76732e02,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,1898722,177496,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,tt1m/student-gratitude-system,.agents/skills/triage/SKILL.md,3c569f5f157ff051088cab38edaf8de52bc2f8ad,2026-07-13T09:49:30Z,2,2f9e62b900fb4ba7e9f89cec8ce532f661886f98a252b0867ece846a497e1c11,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,3765164,213800,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,2SpaceMasterRace/riverousrustlang,RustKatas/Learn_Rust_With_Entirely_Too_Many_Linked_Lists/.claude/skills/triage/SKILL.md,be47b78100c8524c3af3681790d2bb8b9ff150b7,2026-07-14T13:49:25Z,3,36b392dadc2c3182ff280cd7f87a76e505be971fc090dcabbe2231972e9a8c42,18 artifacts / 17 distinct SKILL.md SHAs
lineage,medium,3306905,220592,triage,"move issues and external prs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs.",18,joeloverbeck/continuity-loom,.claude/skills/triage/SKILL.md,5414331ac0fd87d485c2f48a5955e095439a0f15,2026-07-16T18:46:51Z,2,d5b42cc2d92832995d413c4be4f5051a7fd238092ad6239fde567d4cac26afc7,18 artifacts / 17 distinct SKILL.md SHAs
siblings,high,1007753,123438,skill-creator,"authors and structures professional-grade agent skills following the agentskills.io spec. use when creating new skill directories, drafting procedural instructions, or optimizing metadata for discoverability. don't use for general documentation, non-agentic library code, or readme files.",2,capawesome-team/skills,.claude/skills/skill-creator/SKILL.md,c0b76d99c6e100563022d088b351b5ecc1b922d1,2026-03-17T16:33:19Z,3,0d047faecb02a550cba940c7d344f0d9ab60ee881b550b4804c344ad2a619c27,87 distinct sibling fingerprints
siblings,low,1870552,45727,better-auth-best-practices,skill for integrating better auth - the comprehensive typescript authentication framework.,6,NotWrench/event-management-sc-2026,.claude/skills/better-auth-best-practices/SKILL.md,a746db7730156cd3bc7dabfc8b4da271ac30ccd5,2026-02-23T14:18:36Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1871980,16103,better-auth-best-practices,skill for integrating better auth - the comprehensive typescript authentication framework.,6,pohlai88/AFENDA,.agents/skills/better-auth-best-practices/SKILL.md,ceefbe93517b495dfc54e3e0bcf2e202848acb41,2026-03-05T05:58:26Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1885272,131835,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,jchademwiri/pmg-hub,.agents/skills/better-auth-best-practices/SKILL.md,4811932d9be1efdd4214b14c27e94e60e8714850,2026-04-04T10:44:03Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1885786,135014,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,DaikoneKisu/san-martin-de-porres-parish-pharmacy-community-service,apps/api/.claude/skills/better-auth-best-practices/SKILL.md,3e6a4e1972bdaffdda71d420c54206802f5dce71,2026-04-22T00:25:05Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1886427,110979,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,TheoOdawara/Vultra,.claude/skills/better-auth-best-practices/SKILL.md,e296378664506660a55115e20f2299e3f428cf73,2026-04-06T23:03:59Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1890033,82585,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,kaufmann-dev/ensemblr,.agents/skills/better-auth-best-practices/SKILL.md,6da0ea074dba4cdaba4d52c9033d6ce65c560d00,2026-05-19T13:49:38Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1890411,20168,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,ryan-nguyen-01/maestro,maestro-brownfield/.claude/skills/better-auth-best-practices/SKILL.md,505c21d936c4358c2713d68ebae438336a3d01d3,2026-06-10T15:33:10Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1927640,115534,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,gelowzzz/plushyai,.claude/skills/better-auth-best-practices/SKILL.md,c125d8b473904a1adf91260163d50a5c4ec58bb1,2026-05-20T17:22:34Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,low,1962987,163247,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,RiciYT/M324,.claude/skills/better-auth-best-practices/SKILL.md,fabd32f65b3905c2fdbd174f62b2dbd09b47677d,2026-04-24T11:46:57Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,high,2829516,139302,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,alex-popov-tech/.dotfiles,claude/.claude/skills/skill-creator/SKILL.md,e9f567511557209bdd44dbb20b9f1fb3141cc7ce,2025-12-05T18:22:47Z,6,31004d5442888b57da1326a0a6d48512d11ebb2328eb79524de67cf3c0848afe,87 distinct sibling fingerprints
siblings,medium,2835761,84006,xlsx,"use this skill any time a spreadsheet file is the primary input or output. this means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., adding columns, computing formulas, formatting, charting, cleaning messy data); create a new spreadsheet from scratch or from other data sources; or convert between tabular file formats. trigger especially when the user references a spreadsheet file by name or path — even casually (like ""the xlsx in my downloads"") — and wants something done to it or produced from it. also trigger for cleaning or restructuring messy tabular data files (malformed rows, misplaced headers, junk data) into proper spreadsheets. the deliverable must be a spreadsheet file. do not trigger when the primary deliverable is a word document, html report, standalone python script, database pipeline, or google sheets api integration, even if tabular data is involved.",25,MWest2020/skill-forge,skills/xlsx/SKILL.md,c916633ec3431bc42421d71fdd0de2c4faa553a7,2026-07-11T21:47:34Z,52,e00dafdfa32050bff23e95f9c788e8364e40fed8788d15f6db8148f9e21d2e3c,25 artifacts / 12 distinct sibling fingerprints
siblings,medium,2842886,136213,xlsx,"use this skill any time a spreadsheet file is the primary input or output. this means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., adding columns, computing formulas, formatting, charting, cleaning messy data); create a new spreadsheet from scratch or from other data sources; or convert between tabular file formats. trigger especially when the user references a spreadsheet file by name or path — even casually (like ""the xlsx in my downloads"") — and wants something done to it or produced from it. also trigger for cleaning or restructuring messy tabular data files (malformed rows, misplaced headers, junk data) into proper spreadsheets. the deliverable must be a spreadsheet file. do not trigger when the primary deliverable is a word document, html report, standalone python script, database pipeline, or google sheets api integration, even if tabular data is involved.",25,vaila-multimodaltoolbox/vaila,.claude/skills/xlsx/SKILL.md,7db57a26d65eabfe7dd466900aade50c5345936d,2026-03-07T01:34:27Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,25 artifacts / 12 distinct sibling fingerprints
siblings,high,2852309,36367,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,georgekhananaev/claude-skills-vault,.claude/skills/skill-creator/SKILL.md,e80d506fef2f488101716455bd6e4f7238fdee4f,2026-01-04T09:57:57Z,4,2cdf7b1b26047229f3619402486f36f405f5cf072e3dafc6d17a4c655f3ffbe1,87 distinct sibling fingerprints
siblings,high,2861991,102003,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,curiositech/some_claude_skills,.claude/skills/skill-creator/SKILL.md,0832f4cbf865cbf36cdea2051b0c9b1312a186bc,2025-12-27T03:13:25Z,5,71bb69911dad9388ce72d482eb573954247d329b0457248ae21d4fb655d0c46a,87 distinct sibling fingerprints
siblings,medium,2879687,15696,xlsx,"use this skill any time a spreadsheet file is the primary input or output. this means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., adding columns, computing formulas, formatting, charting, cleaning messy data); create a new spreadsheet from scratch or from other data sources; or convert between tabular file formats. trigger especially when the user references a spreadsheet file by name or path — even casually (like ""the xlsx in my downloads"") — and wants something done to it or produced from it. also trigger for cleaning or restructuring messy tabular data files (malformed rows, misplaced headers, junk data) into proper spreadsheets. the deliverable must be a spreadsheet file. do not trigger when the primary deliverable is a word document, html report, standalone python script, database pipeline, or google sheets api integration, even if tabular data is involved.",25,sizzlecar/orchestral,.claude/skills/xlsx/SKILL.md,defaa8cfea1ca7eed96d18377fa1090bc0e0da7b,2026-02-25T13:24:20Z,53,eafa4d70e73279add83f94b072274ca1ed13121fdef2291aff6d59229cd5ecab,25 artifacts / 12 distinct sibling fingerprints
siblings,high,2887650,153859,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,Subhan-Anwer/hackathon-multi-user-full-stack-todo-app,.claude/skills/skill-creator/SKILL.md,6e78dd8b8d8d8ad2e3c146c26c5de857ecd7ced4,2026-02-02T15:31:41Z,6,dc3e7efcb64df113c69cc7e3dfff29e1660731e57f7140be420b5b6f596f4695,87 distinct sibling fingerprints
siblings,high,2900237,57482,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,vuthuonghai-steve/KLTN-By_Thuong_Hai-Steve,.claude/skills/skill-creator/SKILL.md,fecba49a7026cf6e7c9b2fe89870e5c66965500c,2026-02-21T04:58:52Z,5,d86999b7865884c1880b5d96b584508c721433ad956f023db907978439084789,87 distinct sibling fingerprints
siblings,high,2922924,148897,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,miethe/artifact_atlas,.claude/skills/skill-creator/SKILL.md,dea6b091c73b733a0efad839feb25ed72861bbf6,2026-06-20T18:02:55Z,4,0ffb93b208eedc83468569d86a902590c1f99887e5886d64de814827b81f03a6,87 distinct sibling fingerprints
siblings,medium,2944493,198186,xlsx,"comprehensive spreadsheet creation, editing, and analysis with support for formulas, formatting, data analysis, and visualization. when claude needs to work with spreadsheets (.xlsx, .xlsm, .csv, .tsv, etc) for: (1) creating new spreadsheets with formulas and formatting, (2) reading or analyzing data, (3) modify existing spreadsheets while preserving formulas, (4) data analysis and visualization in spreadsheets, or (5) recalculating formulas",17,ageerle/ruoyi-ai,ruoyi-admin/src/main/resources/skills/xlsx/SKILL.md,3fa1d9943778ce4d559a94b63f9b6d5c8609ae12,2026-04-13T10:02:27Z,2,5c69ded9e648db5441e854c2b70efcd42b3e486fd2f0db2febb094bfee3d3a34,25 artifacts / 12 distinct sibling fingerprints
siblings,high,923685,115887,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends codex's capabilities with specialized knowledge, workflows, or tool integrations.",9,DesmondChoy/buttery_smooth_jamming,.codex/skills/skill-creator/SKILL.md,b35731ec7b64d40c10ab95658c3451cd36ea30a2,2026-02-24T13:30:02Z,4,44bba6ae3435ee17b4b23b99f0dfcc2a94f176492f773261d5461b1ff326ae55,87 distinct sibling fingerprints
siblings,high,924363,66918,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,majiayu000/claude-skill-registry,skills/skills/skill-creator-desmondchoy-ssl-wikichurches/SKILL.md,039c5499f66aa8a63aaeedfa168294ef0ba548d5,2026-05-23T02:48:37Z,,,87 distinct sibling fingerprints
siblings,high,953925,29841,skill-creator,"authors and structures professional-grade agent skills following the agentskills.io spec. use when creating new skill directories, drafting procedural instructions, or optimizing metadata for discoverability. don't use for general documentation, non-agentic library code, or readme files.",2,involvex/syncstuff,.claude/skills/skill-creator/SKILL.md,0ac720a393c9dd91b55fd45d1d0afd634cd3a457,2026-04-22T21:37:13Z,3,0d047faecb02a550cba940c7d344f0d9ab60ee881b550b4804c344ad2a619c27,87 distinct sibling fingerprints
siblings,medium,1970157,75402,xlsx,"comprehensive spreadsheet creation, editing, and analysis with support for formulas, formatting, data analysis, and visualization. when claude needs to work with spreadsheets (.xlsx, .xlsm, .csv, .tsv, etc) for: (1) creating new spreadsheets with formulas and formatting, (2) reading or analyzing data, (3) modify existing spreadsheets while preserving formulas, (4) data analysis and visualization in spreadsheets, or (5) recalculating formulas",17,tristan-mcinnis/vault,.claude/skills/xlsx/SKILL.md,6500e82a2e8fba54bc1aaefa0988e4fd03061f9d,2026-03-04T09:38:46Z,4,a75fa7dcdd10a1dc78da3527c6acc24e0eef8295ae66749ccedf9124926dbce9,25 artifacts / 12 distinct sibling fingerprints
siblings,high,1994843,12272,skill-creator,"create new cfsa antigravity skills following the kit's skill format. handles brainstorming, skill.md generation, references, and manifest.md registration.",2,RepairYourTech/cfsa-antigravity,.codex/skills/skill-creator/SKILL.md,0ef82aa6cc570b0c430cacf84aaef6548ab3d6f0,2026-05-03T17:50:06Z,2,30ab5f6cfd0ce722317c2d4826c6ab7c6066ac986e51cadb32791e104029d6d1,87 distinct sibling fingerprints
siblings,high,1998351,12272,skill-creator,"create new cfsa antigravity skills following the kit's skill format. handles brainstorming, skill.md generation, references, and manifest.md registration.",2,RepairYourTech/cfsa-antigravity,.claude/skills/skill-creator/SKILL.md,0b83f44f9eef717d620e574726dd88600cf31b1c,2026-04-06T05:36:19Z,2,30ab5f6cfd0ce722317c2d4826c6ab7c6066ac986e51cadb32791e104029d6d1,87 distinct sibling fingerprints
siblings,low,2022094,199262,better-auth-best-practices,"configure better auth server and client, set up database adapters, manage sessions, add plugins, and handle environment variables. use when users mention better auth, betterauth, auth.ts, or need to set up typescript authentication with email/password, oauth, or plugin configuration.",9,Migue1409-KP/nestjs-modular-monolith-starter,.claude/skills/better-auth-best-practices/SKILL.md,31922bed30ac08b0f6d33cde741dd6095a0099e3,2026-03-21T07:32:40Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2 artifacts / 1 distinct sibling fingerprint
siblings,high,2069606,91511,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends the agent's capabilities with specialized knowledge, workflows, or tool integrations.",2,RonHouben/wavecraft,.github/skills/skill-creator/SKILL.md,0dd806d08aa1ee5850ecee01f939df98dd09d6d5,2026-01-31T20:45:52Z,2,3dfe45594c3cfeefce15e79e6035b9fd908da379f1832fc910a2f57ab050eeba,87 distinct sibling fingerprints
siblings,high,2953084,34746,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,mwathiben/hush-private-bookmarks,.claude/skills/skill-creator/SKILL.md,1d901df010118b6ff5092f6b8702b801c1a0797c,2026-03-01T11:42:14Z,7,3c289da6a5972eca43123d1402c2a912df4d55931263522eeaae161d6f3c54b2,87 distinct sibling fingerprints
siblings,high,2959883,28022,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,Interstellar-code/claud-skills,.claude/skills/skill-creator/SKILL.md,8839d283def9f438dad83bf48d5e55af686c1c1a,2025-10-21T09:30:07Z,4,c8092537db761746034e216e2064cedd8babd23448ae3a3b32ac1781a1eaec5e,87 distinct sibling fingerprints
siblings,high,2964072,221902,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,Maheen-Zubair/Physical-AI-Humanoid-Robotics-Textbook--Hackathon-01-,hackathon-I/.claude/skills/skill-creator/SKILL.md,a08eb9847f7845e0261e72af994d0c2aa539decd,2025-12-24T21:55:12Z,4,2938fb5aea6b8e0fac6290384c6d13c7c52e3e3b3e7566f31863e3a435606b43,87 distinct sibling fingerprints
siblings,high,2964315,39620,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,SARAMALI15792/AINativeBook,.claude/skills/skill-creator/SKILL.md,b4f7721dc7094c2236146ea23f67ef354726b487,2026-03-19T22:55:58Z,4,c8092537db761746034e216e2064cedd8babd23448ae3a3b32ac1781a1eaec5e,87 distinct sibling fingerprints
siblings,high,2997852,223835,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,ryantking/agentctl,.claude/skills/skill-creator/SKILL.md,ed4bffc239d1298a1b182f94f7877c51ab945beb,2025-12-01T22:11:52Z,4,e26b7775c8adf315a78fd3c569f58e203344010323ea6dd7f2e5159d29f3fb1c,87 distinct sibling fingerprints
siblings,high,2998885,137816,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,halvorot/dotfiles,claude/.claude/skills/skill-creator/SKILL.md,33ba725bd2f81f33065a8470c90ac88ee0d20f89,2025-12-20T21:27:12Z,4,c8092537db761746034e216e2064cedd8babd23448ae3a3b32ac1781a1eaec5e,87 distinct sibling fingerprints
siblings,high,3018623,147849,skill-creator,"guide for creating effective agent skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends the agent's capabilities with specialized knowledge, workflows, or tool integrations. use when user says ""create skill"", ""new skill"", ""build a skill"", ""update skill"", or asks to make a reusable capability package.",2,Aarong365/Enterprise-Knowledge-Hub,.claude/skills/skill-creator/SKILL.md,a5f7c45a5ea9ca791742224b9a7b582d6146339e,2026-05-20T09:55:02Z,5,6d7c1d089789a0e8d764bc786e23baed3edb55f6ba84af71da3c8a22356b3457,87 distinct sibling fingerprints
siblings,high,3018899,136710,skill-creator,"guide for creating effective agent skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends the agent's capabilities with specialized knowledge, workflows, or tool integrations. use when user says ""create skill"", ""new skill"", ""build a skill"", ""update skill"", or asks to make a reusable capability package.",2,17685024543/Specflow-RAG,.claude/skills/skill-creator/SKILL.md,5dfafc1056967ec950434747ffd9c4f4c7fc9ecb,2026-04-07T10:34:05Z,5,6d7c1d089789a0e8d764bc786e23baed3edb55f6ba84af71da3c8a22356b3457,87 distinct sibling fingerprints
siblings,medium,3022260,71006,xlsx,"use this skill any time a spreadsheet file is the primary input or output. this means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., adding columns, computing formulas, formatting, charting, cleaning messy data); create a new spreadsheet from scratch or from other data sources; or convert between tabular file formats. trigger especially when the user references a spreadsheet file by name or path — even casually (like ""the xlsx in my downloads"") — and wants something done to it or produced from it. also trigger for cleaning or restructuring messy tabular data files (malformed rows, misplaced headers, junk data) into proper spreadsheets. the deliverable must be a spreadsheet file. do not trigger when the primary deliverable is a word document, html report, standalone python script, database pipeline, or google sheets api integration, even if tabular data is involved.",25,box-community/tax-with-box,.claude/skills/xlsx/SKILL.md,08b8ebe042c030bfda69671016eef254c32b7d97,2026-03-13T16:00:00Z,54,303b65928e4b8af31c49a433e619a77d14f72864c00902e626278a97778cbbc5,25 artifacts / 12 distinct sibling fingerprints
siblings,high,3035816,129462,skill-creator,"guide for creating effective skills. this skill should be used when users want to create a new skill (or update an existing skill) that extends claude's capabilities with specialized knowledge, workflows, or tool integrations.",118,kettleofketchup/DraftForge,.claude/skills/skill-creator/SKILL.md,b246f7c61452d81cecf59c92ac07834240d7a0b7,2026-01-04T15:08:20Z,4,84b6a9b51242b495e13c86f80eba8d2d39ba1358af177c0c2162b187f2e76970,87 distinct sibling fingerprints
